# step,acceptance,delta_H
1918, 0.693069, 2.14631
1919, 0.692708, 0.53217
1920, 0.692348, 1.42371
1921, 0.692508, 0.669743
1922, 0.692668, -1.41392
1923, 0.692308, 2.12311
1924, 0.691948, 0.87282
1925, 0.691589, 0.512617
1926, 0.691749, 0.902954
1927, 0.691909, 0.0397245
1928, 0.692068, -1.67931
1929, 0.692228, 0.000992834
1930, 0.691869, 1.72002
1931, 0.692029, -1.35244
1932, 0.691671, 0.967989
1933, 0.69183, 0.534631
1934, 0.69199, 0.865574
1935, 0.692149, -0.87286
1936, 0.691791, 2.08046
1937, 0.69195, 0.293576
1938, 0.692109, 0.0308554
1939, 0.692268, 2.27925
1940, 0.692427, -0.421967
1941, 0.69207, 1.20784
1942, 0.692229, -0.362047
1943, 0.692387, -0.58073
1944, 0.692545, 0.139475
1945, 0.692703, -0.328027
1946, 0.692347, 0.218446
1947, 0.692505, 1.53286
1948, 0.69215, 30.6809
1949, 0.691795, 4.72638
1950, 0.69144, 5.41574
1951, 0.691598, 0.296417
1952, 0.691244, 2.56259
1953, 0.691402, -0.358454
1954, 0.69156, -0.215671
1955, 0.691207, 412.947
1956, 0.691364, 0.262528
1957, 0.691522, 0.172974
1958, 0.691169, 5.1066
1959, 0.691327, -0.286769
1960, 0.690974, 1.94222
1961, 0.691131, -0.71274
1962, 0.691289, 0.0843982
1963, 0.690937, 0.50942
1964, 0.690585, 3.35464
1965, 0.690234, 66.0747
1966, 0.689883, 1.06452
1967, 0.690041, 0.0667695
1968, 0.690198, -1.85075
1969, 0.689848, 1.08639
1970, 0.690005, 0.975148
1971, 0.689655, 2.00573
1972, 0.689812, -0.847437
1973, 0.689463, 216.358
1974, 0.689114, 2.17914
1975, 0.688765, 0.769767
1976, 0.688923, -0.403977
1977, 0.688574, 1.56945
1978, 0.688226, 2.86043
1979, 0.687879, 6.77692
1980, 0.688036, 0.321945
1981, 0.688194, 0.299809
1982, 0.688351, 0.231877
1983, 0.688508, -0.0209339
1984, 0.688665, 1.10659
1985, 0.688822, -1.79155
1986, 0.688978, -1.20239
1987, 0.688632, 0.623569
1988, 0.688286, 1.2788
1989, 0.68794, 0.953259
1990, 0.687594, 0.965348
1991, 0.687249, 0.711291
1992, 0.687406, -0.648704
1993, 0.687563, 0.98197
1994, 0.687719, -0.495182
1995, 0.687375, 4.29458
1996, 0.687531, -0.152123
1997, 0.687688, 0.271701
1998, 0.687844, 1.08478
1999, 0.6875, 1.23336
2000, 0.687156, 1.27589
2001, 0.687313, 0.697971
2002, 0.687469, 0.142615
2003, 0.687625, 0.214956
2004, 0.687282, 0.716864
2005, 0.687438, -0.738275
2006, 0.687095, 0.62599
2007, 0.687251, -0.0166133
2008, 0.686909, 1.12239
2009, 0.687065, -0.0756465
2010, 0.68722, 0.477364
2011, 0.686879, 0.30976
2012, 0.687034, 0.981672
2013, 0.686693, 2.11062
2014, 0.686849, -0.619628
2015, 0.686508, 0.72425
2016, 0.686663, -0.169526
2017, 0.686819, 0.424946
2018, 0.686974, 0.78677
2019, 0.687129, 0.0339105
2020, 0.687284, 0.254289
2021, 0.687438, 0.754818
2022, 0.687593, -1.46416
2023, 0.687747, 0.593391
2024, 0.687407, 1.82411
2025, 0.687068, 0.959652
2026, 0.686729, 1.3554
2027, 0.686884, -0.0554667
2028, 0.687038, 0.338002
2029, 0.6867, 0.606732
2030, 0.686361, 0.612205
2031, 0.686024, 1.52442
2032, 0.686178, -0.318051
2033, 0.686332, 0.274442
2034, 0.686486, -0.172394
2035, 0.68664, 0.747809
2036, 0.686303, 1.07979
2037, 0.685967, 1.99095
2038, 0.68563, 1.23068
2039, 0.685784, -0.113808
2040, 0.685448, 0.591691
2041, 0.685113, 0.791675
2042, 0.685267, 0.025047
2043, 0.684932, 1.29045
2044, 0.685086, 0.462624
2045, 0.685239, -0.246388
2046, 0.684905, 0.355844
2047, 0.685059, 0.235355
2048, 0.685212, 0.307678
2049, 0.685366, -0.80454
2050, 0.685032, 1.44817
2051, 0.685185, -1.28111
2052, 0.684851, 1.71288
2053, 0.685005, -0.770965
2054, 0.684672, 0.681942
2055, 0.684339, 0.268374
2056, 0.684492, 0.519212
2057, 0.684645, 0.41772
2058, 0.684313, 0.834021
2059, 0.683981, 3.26481
2060, 0.683649, 2.07481
2061, 0.683317, 0.795737
2062, 0.682986, 0.848492
2063, 0.682655, 1.26094
2064, 0.682324, 0.795643
2065, 0.682478, 0.225941
2066, 0.682632, 0.5002
2067, 0.682302, 2.04499
2068, 0.682455, 1.68142
2069, 0.682609, 0.220429
2070, 0.682762, 1.14988
2071, 0.682915, 1.12867
2072, 0.683068, -0.668919
2073, 0.683221, 0.893062
2074, 0.683373, 0.0894786
2075, 0.683044, 0.586726
2076, 0.683197, -0.0506945
2077, 0.682868, 1.12663
2078, 0.68254, 1.86681
2079, 0.682692, -0.6772
2080, 0.682845, 0.432985
2081, 0.682997, 2.41603
2082, 0.682669, 1.87821
2083, 0.682821, 0.689569
2084, 0.682974, 1.17505
2085, 0.682646, 1.31009
2086, 0.682319, 2.04059
2087, 0.681992, 1.44598
2088, 0.682145, 0.140272
2089, 0.681818, 0.669675
2090, 0.681492, 1.20191
2091, 0.681644, 0.311026
2092, 0.681796, 0.145703
2093, 0.681471, 0.688702
2094, 0.681146, 0.79049
2095, 0.681298, 0.0879588
2096, 0.68145, -0.227231
2097, 0.681602, 1.50855
2098, 0.681277, 1.02346
2099, 0.680952, 0.667575
2100, 0.680628, 2.20735
2101, 0.68078, 0.0495252
2102, 0.680932, -0.576571
2103, 0.680608, 3.3664
2104, 0.68076, 0.49817
2105, 0.680437, 1.38642
2106, 0.680589, 1.34705
2107, 0.680266, 4.20228
2108, 0.680417, -0.023325
2109, 0.680569, 0.346839
2110, 0.680246, 1.24414
2111, 0.679924, 4.90121
2112, 0.680076, 2.50472
2113, 0.679754, 2.80638
2114, 0.679905, 0.411307
2115, 0.680057, -0.119568
2116, 0.680208, 0.665046
2117, 0.679887, 0.430752
2118, 0.680038, 0.915643
2119, 0.680189, 0.305235
2120, 0.680339, 0.240619
2121, 0.68049, -0.648289
2122, 0.680641, -1.91889
2123, 0.680791, -1.21913
2124, 0.680941, -0.0187278
2125, 0.681091, -0.369877
2126, 0.680771, 0.481744
2127, 0.680921, 0.183856
2128, 0.680601, 0.976184
2129, 0.680751, 0.432791
2130, 0.680432, 1.01131
2131, 0.680582, -0.361139
2132, 0.680263, 1.87053
2133, 0.680412, 0.319116
2134, 0.680094, 2.26668
2135, 0.679775, 0.973673
2136, 0.679457, 5.31729
2137, 0.679607, 0.449816
2138, 0.679289, 1.81021
2139, 0.678972, 1.72727
2140, 0.679122, -0.368226
2141, 0.679272, 0.438428
2142, 0.679421, 0.0408182
2143, 0.679571, -1.57962
2144, 0.679254, 5.22967
2145, 0.678938, 4.32014
2146, 0.679087, 0.550526
2147, 0.678771, 0.689934
2148, 0.67892, 0.554739
2149, 0.67907, -0.735618
2150, 0.678754, 3.01976
2151, 0.678439, 1.49849
2152, 0.678588, 0.442176
2153, 0.678273, 0.418919
2154, 0.678422, 1.31435
2155, 0.678571, 0.302337
2156, 0.67872, -1.44266
2157, 0.678869, 0.178576
2158, 0.679018, -0.120553
2159, 0.678704, 1.08499
2160, 0.678852, -0.717461
2161, 0.678538, 0.649988
2162, 0.678225, 1.44795
2163, 0.677911, 0.388198
2164, 0.67806, 0.693344
2165, 0.678209, -0.030546
2166, 0.678357, -0.0882994
2167, 0.678506, 0.75111
2168, 0.678654, -0.630215
2169, 0.678802, -0.545901
2170, 0.678489, 1.04453
2171, 0.678177, 1.35758
2172, 0.678325, -0.298312
2173, 0.678473, 0.259882
2174, 0.678621, -0.715237
2175, 0.678768, -0.702358
2176, 0.678457, 1.12394
2177, 0.678604, 0.126188
2178, 0.678752, -0.256443
2179, 0.67844, 0.64958
2180, 0.678588, -0.0545677
2181, 0.678277, 1.39304
2182, 0.678424, -0.211993
2183, 0.678571, 0.389521
2184, 0.678261, 0.721964
2185, 0.678408, -0.138535
2186, 0.678098, 1.94726
2187, 0.678245, -0.345706
2188, 0.677935, 0.743709
2189, 0.678082, 0.171006
2190, 0.678229, -0.713755
2191, 0.678376, -0.549326
2192, 0.678523, 0.458445
2193, 0.678669, -0.0155268
2194, 0.678815, 0.551888
2195, 0.678962, -0.264612
2196, 0.678653, 1.29631
2197, 0.678344, 0.697357
2198, 0.67849, 0.39068
2199, 0.678182, 0.476108
2200, 0.677874, 0.612521
2201, 0.677566, 0.538489
2202, 0.677712, -0.294635
2203, 0.677405, 1.89871
2204, 0.677551, 0.0941597
2205, 0.677697, 0.300113
2206, 0.677843, 0.500979
2207, 0.677989, 1.40289
2208, 0.678135, -0.280572
2209, 0.678281, -0.0665081
2210, 0.678426, 0.41149
2211, 0.678571, -0.920131
2212, 0.678717, 0.0287289
2213, 0.67841, 0.911308
2214, 0.678555, 1.04172
2215, 0.6787, 0.444779
2216, 0.678845, 0.0587798
2217, 0.67899, 0.320783
2218, 0.679135, 0.145929
2219, 0.679279, 0.193805
2220, 0.679424, -1.25143
2221, 0.679568, -0.0755269
2222, 0.679712, 0.00405747
2223, 0.679856, -0.105863
2224, 0.68, -0.60177
2225, 0.679695, 0.544777
2226, 0.679838, 0.0873137
2227, 0.679982, 1.20627
2228, 0.680126, 0.42633
2229, 0.680269, -0.0804243
2230, 0.680412, -0.230265
2231, 0.680556, -0.899477
2232, 0.680699, -0.290866
2233, 0.680842, -0.0211576
2234, 0.680537, 1.40067
2235, 0.68068, -1.13649
2236, 0.680823, -0.245807
2237, 0.680518, 0.384887
2238, 0.680661, -1.407
2239, 0.680804, 0.0795879
2240, 0.6805, 0.470203
2241, 0.680642, 0.811739
2242, 0.680785, 0.791751
2243, 0.680927, -0.182235
2244, 0.681069, 0.0748591
2245, 0.680766, 0.931151
2246, 0.680908, 0.482013
2247, 0.68105, -0.0978144
2248, 0.681192, -1.22004
2249, 0.681333, 0.391069
2250, 0.681475, 0.795941
2251, 0.681616, -0.116652
2252, 0.681758, 0.233774
2253, 0.681899, -1.15413
2254, 0.68204, 1.32844
2255, 0.682181, -0.808552
2256, 0.682322, -0.212737
2257, 0.682462, -0.911763
2258, 0.682603, -0.213633
2259, 0.682743, 0.255543
2260, 0.682884, 0.105462
2261, 0.682582, 1.17901
2262, 0.682722, -0.119502
2263, 0.682862, -0.278934
2264, 0.682561, 0.520514
2265, 0.682259, 0.414279
2266, 0.681959, 0.966703
2267, 0.681658, 0.936749
2268, 0.681798, 0.304291
2269, 0.681938, 2.34176
2270, 0.682078, -1.60623
2271, 0.682218, 0.689993
2272, 0.682358, -0.768348
2273, 0.682058, 0.989579
2274, 0.681758, 1.27741
2275, 0.681898, -1.25802
2276, 0.681599, 1.01014
2277, 0.681738, 0.655525
2278, 0.681878, -0.189465
2279, 0.682018, 0.658736
2280, 0.682157, 0.760116
2281, 0.681858, 0.167067
2282, 0.681997, 0.869331
2283, 0.681699, 0.677844
2284, 0.681838, 0.613225
2285, 0.681977, 0.352018
2286, 0.681679, 0.47388
2287, 0.681381, 1.11756
2288, 0.681083, 0.577613
2289, 0.681223, -1.10617
2290, 0.680925, 0.118173
2291, 0.680628, 1.92094
2292, 0.680768, -1.05725
2293, 0.680907, -1.34397
2294, 0.681046, -0.660571
2295, 0.681185, 0.418828
2296, 0.681323, 0.0455459
2297, 0.681462, 0.38398
2298, 0.681166, 1.06405
2299, 0.681304, -0.949177
2300, 0.681443, 0.618431
2301, 0.681147, 0.56392
2302, 0.681285, 1.56779
2303, 0.681424, 0.401788
2304, 0.681128, 0.873952
2305, 0.680833, 0.883604
2306, 0.680537, 0.178126
2307, 0.680243, 1.1784
2308, 0.680381, -0.898531
2309, 0.680519, 0.7037
2310, 0.680658, 0.669172
2311, 0.680796, -0.998534
2312, 0.680934, 0.668492
2313, 0.681072, 0.38552
2314, 0.680778, 0.332509
2315, 0.680915, -0.0757956
2316, 0.681053, 0.451623
2317, 0.681191, 0.139377
2318, 0.680897, 0.523323
2319, 0.680603, 0.267196
2320, 0.680741, -0.553874
2321, 0.680879, -0.492721
2322, 0.681016, -0.29609
2323, 0.681153, 0.518148
2324, 0.68129, -1.43048
2325, 0.681427, -0.460341
2326, 0.681135, 0.77847
2327, 0.681271, 0.042592
2328, 0.680979, 1.54547
2329, 0.680687, 0.753861
2330, 0.680395, 0.765867
2331, 0.680103, 0.739532
2332, 0.679811, 0.727742
2333, 0.67952, 0.985101
2334, 0.679657, 1.09339
2335, 0.679795, -0.580219
2336, 0.679932, 0.176557
2337, 0.680068, -0.201714
2338, 0.680205, 0.153928
2339, 0.679915, 0.554635
2340, 0.679624, 0.290691
2341, 0.679334, 1.1015
2342, 0.679044, 2.29447
2343, 0.678754, 1.59526
2344, 0.678891, 0.0540044
2345, 0.679028, 0.247932
2346, 0.678739, 1.6032
2347, 0.678876, 0.202188
2348, 0.679012, -0.39722
2349, 0.678723, 1.62386
2350, 0.678435, 0.926366
2351, 0.678571, -0.025546
2352, 0.678283, 0.55431
2353, 0.67842, 0.729567
2354, 0.678556, -0.349983
2355, 0.678693, 0.512938
2356, 0.678405, 1.2182
2357, 0.678117, 0.397935
2358, 0.678253, -0.814035
2359, 0.67839, 0.613391
2360, 0.678102, 0.930698
2361, 0.678239, -0.436199
2362, 0.678375, 0.015684
2363, 0.678511, 1.86937
2364, 0.678647, -1.21919
2365, 0.67836, 1.43615
2366, 0.678496, 0.00892323
2367, 0.678632, 0.644568
2368, 0.678767, 0.0806089
2369, 0.678903, -0.514975
2370, 0.679038, 0.0207686
2371, 0.678752, 1.66747
2372, 0.678887, 0.552627
2373, 0.678602, 0.660464
2374, 0.678316, 1.20821
2375, 0.67803, 1.46972
2376, 0.678166, 0.0401782
2377, 0.677881, 1.17652
2378, 0.677596, 1.92004
2379, 0.677731, 0.152217
2380, 0.677866, -0.954356
2381, 0.677582, 0.466424
2382, 0.677717, -0.0658843
2383, 0.677433, 1.36343
2384, 0.677568, 1.73216
2385, 0.677703, -0.0208416
2386, 0.677419, 0.444634
2387, 0.677136, 0.311388
2388, 0.676852, 1.9058
2389, 0.676987, -0.796174
2390, 0.676704, 0.930728
2391, 0.676839, -0.0426
2392, 0.676557, 1.03618
2393, 0.676692, -0.264375
2394, 0.676827, 1.01364
2395, 0.676544, 2.20471
2396, 0.676262, 1.13131
2397, 0.67598, 1.15994
2398, 0.676115, -0.336662
2399, 0.67625, -0.0633815
2400, 0.675968, 1.3458
2401, 0.675687, 1.27326
2402, 0.675822, 0.161393
2403, 0.675957, 1.21076
2404, 0.675676, 1.59544
2405, 0.67581, -0.468823
2406, 0.67553, 0.884817
2407, 0.675664, 0.369103
2408, 0.675799, 2.52071
2409, 0.675519, 1.05219
2410, 0.675653, -0.16001
2411, 0.675788, 0.300716
2412, 0.675922, 0.256107
2413, 0.675642, 1.8797
2414, 0.675776, -0.773164
2415, 0.675911, -0.569067
2416, 0.676045, -0.79246
2417, 0.676179, -0.657947
2418, 0.676313, 0.0436423
2419, 0.676446, 0.714792
2420, 0.676167, 0.905714
2421, 0.676301, 0.706428
2422, 0.676434, 0.0487558
2423, 0.676568, -0.246995
2424, 0.676701, 0.127823
2425, 0.676834, 0.073188
2426, 0.676967, -0.40409
2427, 0.6771, -0.307527
2428, 0.676822, 0.679458
2429, 0.676955, 0.125181
2430, 0.677088, 0.287785
2431, 0.67722, -0.595372
2432, 0.677353, 0.242374
2433, 0.677486, -0.211491
2434, 0.677618, -0.27608
2435, 0.67775, 0.226692
2436, 0.677472, 1.08631
2437, 0.677605, 1.24076
2438, 0.677327, 0.723112
2439, 0.677459, 0.648322
2440, 0.677181, 0.768956
2441, 0.677314, -0.942882
2442, 0.677446, 0.597405
2443, 0.677578, 0.475678
2444, 0.67771, -0.957115
2445, 0.677841, -0.541533
2446, 0.677564, 1.31197
2447, 0.677696, 0.208148
2448, 0.677828, 0.393326
2449, 0.677959, 1.45748
2450, 0.678091, 0.345214
2451, 0.678222, 0.273296
2452, 0.678353, 0.143461
2453, 0.678077, 0.511783
2454, 0.6778, 0.898465
2455, 0.677932, -0.293641
2456, 0.678063, 0.761916
2457, 0.677787, 1.34725
2458, 0.677918, 0.114198
2459, 0.677642, 0.654683
2460, 0.677773, -0.351183
2461, 0.677904, 0.380522
2462, 0.678035, 0.925463
2463, 0.678166, -0.462494
2464, 0.67789, 1.18426
2465, 0.678021, -0.0204093
2466, 0.678152, 0.417901
2467, 0.678282, -0.0218009
2468, 0.678412, 0.44021
2469, 0.678138, 1.38975
2470, 0.678268, 0.667292
2471, 0.678398, -0.186975
2472, 0.678124, 0.143487
2473, 0.678254, 1.2388
2474, 0.678384, 0.236981
2475, 0.678514, -0.197672
2476, 0.678644, 0.122733
2477, 0.678773, 0.0562788
2478, 0.678499, 1.27298
2479, 0.678629, 0.101747
2480, 0.678356, 0.526822
2481, 0.678485, 1.49152
2482, 0.678615, -1.14004
2483, 0.678341, 1.23247
2484, 0.678471, 0.252894
2485, 0.6786, -0.212081
2486, 0.678729, 1.31469
2487, 0.678859, 0.641433
2488, 0.678988, -0.0838704
2489, 0.679116, 0.816959
2490, 0.678844, 0.54551
2491, 0.678571, 0.305948
2492, 0.6787, -0.278714
2493, 0.678829, 0.952307
2494, 0.678557, 1.30193
2495, 0.678285, 1.63052
2496, 0.678414, 0.993601
2497, 0.678543, -0.389787
2498, 0.678671, -0.578034
2499, 0.6784, 1.49701
2500, 0.678529, 0.293138
2501, 0.678657, 0.610798
2502, 0.678785, -0.301257
2503, 0.678914, -0.374523
2504, 0.679042, 0.662396
2505, 0.67917, -0.0867054
2506, 0.679298, -0.881699
2507, 0.679426, -0.141879
2508, 0.679554, 0.0316627
2509, 0.679681, -1.21433
2510, 0.679411, 0.543594
2511, 0.679538, -0.0184016
2512, 0.679268, 0.393551
2513, 0.679395, -0.0725063
2514, 0.679523, 0.329019
2515, 0.67965, 0.545205
2516, 0.67938, 0.794004
2517, 0.679508, -0.018188
2518, 0.679635, -0.480089
2519, 0.679762, -0.542217
2520, 0.679492, 0.864457
2521, 0.679223, 0.409787
2522, 0.67935, -0.124062
2523, 0.679081, 1.27627
2524, 0.679208, -0.0802204
2525, 0.679335, 0.0696716
2526, 0.679462, 0.694274
2527, 0.679589, 0.562472
2528, 0.679715, 0.277632
2529, 0.679447, 0.883695
2530, 0.679178, 0.568425
2531, 0.679305, 0.016855
2532, 0.679432, -0.54751
2533, 0.679558, 0.488302
2534, 0.679684, -0.00608645
2535, 0.679811, 0.315831
2536, 0.679937, 1.52506
2537, 0.680063, 0.424349
2538, 0.680189, 0.552005
2539, 0.679921, 1.55897
2540, 0.680047, 0.350383
2541, 0.680173, 0.238415
2542, 0.679906, 1.50597
2543, 0.680031, -0.496569
2544, 0.679764, 1.11313
2545, 0.67989, 0.160518
2546, 0.679623, 1.37442
2547, 0.679356, 0.841108
2548, 0.679482, -0.513996
2549, 0.679216, 0.299853
2550, 0.679341, -0.591684
2551, 0.679467, 0.128164
2552, 0.679201, 0.951754
2553, 0.679327, -0.882888
2554, 0.679061, 0.531614
2555, 0.679186, -1.1002
2556, 0.678921, 0.179524
2557, 0.678655, 1.45933
2558, 0.678781, 0.159315
2559, 0.678906, -0.791556
2560, 0.679032, 0.533572
2561, 0.679157, 0.199907
2562, 0.679282, -0.350814
2563, 0.679407, -1.21442
2564, 0.679532, -0.150502
2565, 0.679657, 0.102897
2566, 0.679782, -0.00534782
2567, 0.679517, 1.02733
2568, 0.679642, 0.31681
2569, 0.679767, 0.227966
2570, 0.679891, -0.465451
2571, 0.680016, 0.0730166
2572, 0.68014, 0.405479
2573, 0.680264, 0.0224134
2574, 0.680388, -0.987377
2575, 0.680512, 0.260901
2576, 0.680636, -0.564759
2577, 0.68076, 0.598568
2578, 0.680884, -0.140242
2579, 0.681008, 0.0886514
2580, 0.681131, 0.482309
2581, 0.681255, -0.523882
2582, 0.681378, 0.220279
2583, 0.681502, 0.449412
2584, 0.681625, 0.323746
2585, 0.681748, 0.46313
2586, 0.681871, -0.525454
2587, 0.681994, 0.211693
2588, 0.68173, 1.01548
2589, 0.681467, 1.81451
2590, 0.681204, 1.43502
2591, 0.681327, -0.309805
2592, 0.68145, 0.528392
2593, 0.681573, -0.677627
2594, 0.68131, 1.02516
2595, 0.681048, 2.0551
2596, 0.681171, 0.128941
2597, 0.681293, -0.885964
2598, 0.681416, -0.319832
2599, 0.681538, 0.810411
2600, 0.681661, 0.446001
2601, 0.681783, 0.038215
2602, 0.681905, -0.241266
2603, 0.682028, 0.0683586
2604, 0.68215, -0.527134
2605, 0.682272, -0.065612
2606, 0.682394, -0.118581
2607, 0.682515, -0.251896
2608, 0.682637, 0.762469
2609, 0.682759, 0.196168
2610, 0.682497, 0.5365
2611, 0.682619, -0.0994101
2612, 0.682357, 0.990353
2613, 0.682479, -0.464119
2614, 0.682218, 1.29061
2615, 0.681957, 0.987697
2616, 0.682079, -0.519642
2617, 0.681818, 1.42997
2618, 0.68194, -0.662642
2619, 0.682061, 0.0867698
2620, 0.682182, -0.69613
2621, 0.681922, 0.394036
2622, 0.682043, 1.20354
2623, 0.682165, 0.364107
2624, 0.682286, 0.709538
2625, 0.682407, -0.293065
2626, 0.682528, 0.545269
2627, 0.682648, 0.117336
2628, 0.682769, 0.910634
2629, 0.68289, 0.043972
2630, 0.68301, -0.557787
2631, 0.683131, 0.187983
2632, 0.683251, -0.430035
2633, 0.683371, -1.46698
2634, 0.683491, -0.274975
2635, 0.683612, -0.0616743
2636, 0.683352, 1.20191
2637, 0.683093, 0.581593
2638, 0.683213, 0.0326019
2639, 0.682955, 0.904869
2640, 0.683075, 0.685551
2641, 0.683195, 0.301013
2642, 0.683314, 0.880533
2643, 0.683434, 0.637082
2644, 0.683176, 0.622906
2645, 0.683296, -1.14207
2646, 0.683415, -0.0988308
2647, 0.683157, 0.770963
2648, 0.683277, -0.419995
2649, 0.683019, 1.41783
2650, 0.682761, 0.65873
2651, 0.682504, 0.600059
2652, 0.682247, 1.8937
2653, 0.682366, 1.19496
2654, 0.682486, 0.140293
2655, 0.682605, 1.27576
2656, 0.682725, -1.94465
2657, 0.682844, -1.22843
2658, 0.682964, -0.0835564
2659, 0.682707, 0.938915
2660, 0.682826, -0.46189
2661, 0.682945, 0.405027
2662, 0.683064, 0.457524
2663, 0.682808, 0.580734
2664, 0.682552, 0.653571
2665, 0.682671, 1.64697
2666, 0.68279, 1.02003
2667, 0.682909, -0.547665
2668, 0.683027, 0.161434
2669, 0.683146, -0.392201
2670, 0.683265, -0.187374
2671, 0.683383, 1.02911
2672, 0.683502, 0.193443
2673, 0.68362, 0.596233
2674, 0.683738, 0.21256
2675, 0.683857, -0.145089
2676, 0.683975, 1.06237
2677, 0.684093, 0.0737831
2678, 0.684211, -1.3541
2679, 0.683955, 1.64471
2680, 0.684073, 0.509585
2681, 0.684191, 1.20756
2682, 0.684309, -0.833459
2683, 0.684054, 1.4646
2684, 0.684171, 0.756472
2685, 0.684289, 0.668416
2686, 0.684406, 0.883131
2687, 0.684524, -0.979858
2688, 0.684641, 0.196274
2689, 0.684387, 1.4132
2690, 0.684504, -0.888797
2691, 0.684621, -0.253933
2692, 0.684367, 1.66661
2693, 0.684484, -0.606997
2694, 0.684601, 0.166176
2695, 0.684718, 0.446832
2696, 0.684835, 0.280595
2697, 0.684952, 1.23066
2698, 0.685069, -1.13787
2699, 0.685185, 0.189987
2700, 0.685302, 1.84805
2701, 0.685418, 0.917985
2702, 0.685535, -0.533297
2703, 0.685651, 0.293077
2704, 0.685397, 2.48669
2705, 0.685514, -0.314269
2706, 0.68526, 1.21487
2707, 0.685377, 0.334312
2708, 0.685493, 0.351792
2709, 0.685609, -0.0242262
2710, 0.685725, 0.0568762
2711, 0.685841, 0.207201
2712, 0.685957, -0.0163844
2713, 0.686072, -0.58024
2714, 0.686188, 0.640689
2715, 0.686303, 0.118455
2716, 0.686419, -0.150142
2717, 0.686534, -0.120228
2718, 0.68665, -0.558571
2719, 0.686397, 2.20061
2720, 0.686512, 0.543282
2721, 0.686627, -0.153962
2722, 0.686375, 1.53428
2723, 0.68649, -0.271545
2724, 0.686606, 0.0788035
2725, 0.68672, -1.18718
2726, 0.686835, -2.19583
2727, 0.68695, 0.822422
2728, 0.687065, -0.650486
2729, 0.687179, 0.320944
2730, 0.687294, 0.314167
2731, 0.687408, 0.0881536
2732, 0.687523, -0.582017
2733, 0.687271, 2.08955
2734, 0.687386, 2.41636
2735, 0.6875, -1.22003
2736, 0.687614, 0.151852
2737, 0.687728, 0.416213
2738, 0.687842, 0.222263
2739, 0.687956, -0.175365
2740, 0.68807, 0.0445714
2741, 0.687819, 0.510321
2742, 0.687933, -0.801188
2743, 0.688047, 0.809868
2744, 0.68816, 0.49452
2745, 0.688274, 0.0519355
2746, 0.688387, -0.124812
2747, 0.688501, 0.272364
2748, 0.688614, 0.916191
2749, 0.688727, -1.74977
2750, 0.688477, 1.76633
2751, 0.68859, 0.094629
2752, 0.688703, -0.0965473
2753, 0.688816, 0.0811962
2754, 0.688929, -0.327544
2755, 0.689042, 1.06389
2756, 0.689155, 0.13856
2757, 0.689268, 0.54173
2758, 0.689018, 1.65051
2759, 0.68913, -0.280152
2760, 0.688881, 1.15826
2761, 0.688993, 0.190816
2762, 0.689106, -1.09542
2763, 0.689219, 0.135303
2764, 0.689331, 0.271455
2765, 0.689443, 0.286074
2766, 0.689555, 1.59681
2767, 0.689668, 0.0356696
2768, 0.68978, 0.861516
2769, 0.689892, -1.04301
2770, 0.690004, -0.182568
2771, 0.690115, -1.18895
2772, 0.690227, -0.104993
2773, 0.689978, 0.971416
2774, 0.69009, -1.34759
2775, 0.689841, 1.20938
2776, 0.689953, 0.387595
2777, 0.689705, 0.408678
2778, 0.689457, 2.00458
2779, 0.689568, 0.14658
2780, 0.68968, -0.255532
2781, 0.689792, -0.377513
2782, 0.689544, 0.520558
2783, 0.689655, -0.413078
2784, 0.689767, -0.0745867
2785, 0.689519, 1.66635
2786, 0.68963, -0.7427
2787, 0.689383, 0.887826
2788, 0.689494, 0.799747
2789, 0.689606, -0.346774
2790, 0.689717, 0.240306
2791, 0.689828, 0.715628
2792, 0.689939, 0.279767
2793, 0.689692, 0.675358
2794, 0.689803, -0.759762
2795, 0.689914, -0.0704295
2796, 0.690025, -1.26862
2797, 0.690136, 0.302435
2798, 0.689889, 1.27937
2799, 0.689643, 1.14728
2800, 0.689397, 1.04798
2801, 0.689151, 1.27089
2802, 0.688905, 0.524166
2803, 0.689016, -0.162334
2804, 0.689127, 0.0526631
2805, 0.689237, 1.42806
2806, 0.688992, 0.973019
2807, 0.688746, 0.661945
2808, 0.688857, -0.0464393
2809, 0.688968, 0.63468
2810, 0.689079, -0.777442
2811, 0.689189, 0.0347004
2812, 0.6893, -0.325187
2813, 0.68941, -0.602811
2814, 0.68952, -0.571334
2815, 0.689276, 1.43184
2816, 0.689386, 1.35947
2817, 0.689141, 1.98121
2818, 0.689252, 0.700597
2819, 0.689362, -0.571
2820, 0.689117, 0.473362
2821, 0.688873, 1.09438
2822, 0.688629, 1.08219
2823, 0.688739, 0.482312
2824, 0.68885, -0.135142
2825, 0.688606, 1.25277
2826, 0.688362, 0.943863
2827, 0.688119, 0.984218
2828, 0.688229, 0.106105
2829, 0.688339, 0.639752
2830, 0.688096, 0.244442
2831, 0.688206, 0.357908
2832, 0.688316, 0.0821971
2833, 0.688426, 0.25308
2834, 0.688536, -0.0308877
2835, 0.688293, 1.63173
2836, 0.688403, 0.565833
2837, 0.688513, -1.19906
2838, 0.688623, 0.205938
2839, 0.68838, 1.38156
2840, 0.68849, 0.249937
2841, 0.6886, -0.278828
2842, 0.688709, -0.38448
2843, 0.688819, 0.407464
2844, 0.688928, 0.145242
